@relation ephenology_all-5-fold-5-06R.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.333333,0.307692,0.327161,0.359202,0.350109,0.343575,0.366748,0.358537,0.351955,0.386256,0.353474,0.297578,0.275862,0.336502,0.319008,0.328155,0.32963,0.328859,0.315372,0.323838,0.330827,0.327485,0.318658,0.334651,0.311897,0.311248,0.32965,0.325,0.318182,0.317647,0.314417,0.335878,0.339921,0.330416,0.320323,0.332024,0.356239,2513,P.torta
0.29932,0.318584,0.321101,0.383275,0.363636,0.352713,0.375,0.360656,0.365759,0.370504,0.35124,0.315175,0.34375,0.349711,0.354369,0.342932,0.354762,0.353086,0.352645,0.343964,0.345679,0.34596,0.338384,0.313853,0.342432,0.339853,0.343284,0.350923,0.350404,0.324397,0.34359,0.346939,0.343137,0.346995,0.328358,0.338583,0.353535,1417,C.brasiliensis
0.333333,0.341176,0.321608,0.338205,0.342799,0.347291,0.366013,0.364583,0.357488,0.379386,0.356955,0.339426,0.338369,0.344426,0.346273,0.341308,0.343799,0.356792,0.353234,0.348694,0.349829,0.347458,0.336976,0.330798,0.346087,0.342271,0.349829,0.358209,0.353271,0.339357,0.357009,0.353516,0.349904,0.339207,0.337691,0.340265,0.348958,1792,M.rubiginosa
0.343558,0.352941,0.338235,0.36803,0.371025,0.347656,0.408305,0.383117,0.389706,0.391437,0.377953,0.376812,0.364017,0.372308,0.386555,0.387863,0.389294,0.395034,0.38191,0.382423,0.373134,0.375648,0.372449,0.380319,0.379653,0.38013,0.366359,0.381546,0.383085,0.375297,0.385787,0.371882,0.376368,0.376744,0.387363,0.365617,0.378685,4463,C.brasiliensis
0.342105,0.333333,0.34,0.343558,0.33908,0.324138,0.360947,0.363095,0.350318,0.348315,0.346405,0.333333,0.331034,0.323671,0.329268,0.32377,0.316,0.321569,0.312,0.312268,0.307692,0.310204,0.315789,0.312292,0.316981,0.300699,0.306452,0.320833,0.315126,0.307054,0.312,0.316206,0.320312,0.32618,0.320833,0.299578,0.302521,6291,P.torta
0.32243,0.352941,0.324607,0.331096,0.347619,0.349296,0.367299,0.358974,0.361345,0.366093,0.360119,0.322368,0.319703,0.338208,0.33945,0.335702,0.33777,0.347315,0.338358,0.33945,0.333333,0.335025,0.32381,0.317158,0.330948,0.327759,0.33218,0.336466,0.337209,0.326613,0.335793,0.335907,0.33526,0.328704,0.319361,0.325497,0.344234,1160,C.brasiliensis
0.325967,0.327434,0.333333,0.327731,0.33871,0.334884,0.358566,0.348837,0.36017,0.355731,0.357143,0.335312,0.352,0.332155,0.351351,0.354571,0.350923,0.345154,0.344262,0.351351,0.34384,0.338798,0.342432,0.354523,0.341333,0.332461,0.335526,0.349544,0.343465,0.342105,0.333333,0.340426,0.337209,0.357664,0.37276,0.335849,0.333333,4540,C.brasiliensis
0.32381,0.336842,0.326087,0.32967,0.339744,0.336207,0.371622,0.367089,0.3875,0.371257,0.370787,0.338346,0.346341,0.357143,0.364821,0.366102,0.356401,0.366438,0.367424,0.367133,0.360784,0.358566,0.361111,0.375451,0.36,0.357143,0.350365,0.357143,0.357388,0.349835,0.358423,0.359155,0.359736,0.372159,0.387097,0.352713,0.35,5339,C.brasiliensis
0.345588,0.323308,0.348993,0.357447,0.363971,0.368644,0.380952,0.368421,0.375912,0.383871,0.366667,0.342424,0.324528,0.364829,0.378753,0.362832,0.375854,0.386256,0.385604,0.379717,0.368298,0.372685,0.362416,0.376214,0.380048,0.37744,0.365155,0.376884,0.38481,0.369668,0.383632,0.368664,0.369231,0.375276,0.382749,0.363861,0.369193,3841,M.rubiginosa
