@relation ephenology_all-5-fold-4-18B.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 {M.rubiginosa,P.torta,A.tomentosum,C.brasiliensis,M.guianensis,P.ramiflora}

@data

0.354839,0.339833,0.34153,0.341463,0.334197,0.323204,0.347258,0.337838,0.357341,0.348974,0.345238,0.356495,0.323699,0.341737,0.33908,0.331307,0.355623,0.342508,0.333333,0.325137,0.323529,0.319489,0.337079,0.326923,0.348958,0.318493,0.30491,0.345638,0.333333,0.326389,0.342508,0.342007,0.345763,0.358333,0.316265,4291,P.torta
0.358607,0.372247,0.344704,0.353571,0.343696,0.35568,0.359768,0.367589,0.358416,0.359574,0.371795,0.382927,0.359848,0.337143,0.350515,0.343558,0.351967,0.337553,0.34739,0.34629,0.336502,0.342733,0.372197,0.347639,0.352113,0.362069,0.326333,0.361225,0.356077,0.352442,0.350202,0.361905,0.356796,0.381333,0.346311,821,M.rubiginosa
0.383074,0.355556,0.351351,0.363636,0.350101,0.347548,0.354077,0.361522,0.375824,0.366748,0.372093,0.393564,0.366446,0.359477,0.375,0.360987,0.361556,0.337264,0.343182,0.338086,0.338028,0.352798,0.364964,0.353774,0.353659,0.342995,0.308743,0.353066,0.345982,0.341357,0.333333,0.350617,0.346734,0.375328,0.286899,2796,P.torta
0.355236,0.352818,0.321101,0.33526,0.320423,0.337945,0.334661,0.344828,0.349372,0.353741,0.365079,0.378173,0.346473,0.332707,0.347917,0.346774,0.342,0.331967,0.32613,0.324698,0.315884,0.330454,0.349887,0.331169,0.352518,0.323595,0.3249,0.326454,0.327968,0.321101,0.313758,0.334066,0.351852,0.370927,0.302256,1805,A.tomentosum
0.315615,0.302181,0.309148,0.302469,0.299685,0.314935,0.310811,0.305785,0.311239,0.318584,0.305085,0.319559,0.298387,0.308682,0.302632,0.310606,0.307506,0.310945,0.325521,0.325183,0.334177,0.320652,0.310249,0.31044,0.320312,0.337766,0.319648,0.333333,0.342175,0.319865,0.331361,0.330303,0.331288,0.340116,0.321212,3617,A.tomentosum
0.301408,0.294872,0.304636,0.298413,0.304075,0.299065,0.304478,0.292264,0.303951,0.304734,0.314286,0.309333,0.286486,0.307692,0.300562,0.300836,0.298193,0.296188,0.306452,0.310976,0.310458,0.289855,0.293939,0.297297,0.313726,0.309456,0.321429,0.299383,0.305405,0.3,0.306306,0.303207,0.292553,0.312169,0.307453,5996,C.brasiliensis
0.348837,0.315068,0.320574,0.336406,0.334783,0.35468,0.345622,0.346535,0.35545,0.363248,0.361789,0.358268,0.331967,0.343612,0.342629,0.35426,0.356164,0.35426,0.35545,0.349794,0.352697,0.345972,0.348039,0.353448,0.342541,0.341085,0.313333,0.349593,0.342657,0.343612,0.343284,0.345098,0.344828,0.355932,0.315985,3816,M.rubiginosa
0.298701,0.302799,0.314685,0.311644,0.301038,0.308511,0.302817,0.294521,0.317406,0.3,0.301205,0.307018,0.287009,0.295681,0.303951,0.303468,0.308157,0.3,0.308244,0.302932,0.314685,0.301818,0.294702,0.297659,0.31203,0.300275,0.313916,0.305389,0.297082,0.301587,0.314024,0.30659,0.300654,0.309392,0.308411,4784,C.brasiliensis
0.320513,0.323741,0.323529,0.329114,0.308442,0.328622,0.318033,0.319444,0.325175,0.325843,0.307407,0.312281,0.29078,0.297189,0.310219,0.303207,0.313531,0.310469,0.308,0.318519,0.319231,0.307692,0.310502,0.316017,0.326316,0.329588,0.30315,0.303965,0.303502,0.29717,0.317829,0.293893,0.313783,0.32337,0.320242,3814,A.tomentosum
0.315789,0.300221,0.30791,0.303371,0.303621,0.315789,0.305389,0.303371,0.325373,0.32963,0.342657,0.340237,0.304348,0.307463,0.32133,0.292857,0.315385,0.296954,0.310056,0.312336,0.31856,0.317935,0.314815,0.318059,0.320158,0.320413,0.311798,0.325,0.325,0.321023,0.333333,0.330769,0.32,0.33012,0.313352,3832,M.rubiginosa
