@relation ephenology_all-5-fold-2-09B.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.319008,0.323457,0.320261,0.3157,0.322848,0.31759,0.320635,0.315436,0.315,0.310786,0.315091,0.316532,0.321277,0.308725,0.311582,0.315789,0.306569,0.301676,0.315271,0.31068,0.313869,0.30394,0.304182,0.307229,0.309568,0.308017,0.323829,0.301053,0.314721,0.311069,0.31694,0.302974,0.294821,0.321429,0.322148,0.334737,0.317669,2814,P.torta
0.280285,0.27933,0.298387,0.290576,0.300792,0.292553,0.28534,0.288828,0.289894,0.285,0.282353,0.27409,0.27439,0.284424,0.282158,0.287755,0.280236,0.293103,0.276347,0.277372,0.280182,0.271186,0.281319,0.2725,0.267003,0.288056,0.274238,0.281579,0.28125,0.278894,0.28125,0.27561,0.280603,0.291667,0.286585,0.275701,0.277778,3601,M.rubiginosa
0.316547,0.327511,0.338957,0.333861,0.336434,0.335975,0.336449,0.33532,0.331707,0.334385,0.329068,0.331719,0.337176,0.333948,0.331502,0.333938,0.341284,0.336026,0.340872,0.346429,0.344887,0.340782,0.334495,0.341699,0.34466,0.340326,0.341373,0.344468,0.339587,0.33871,0.337838,0.337719,0.336683,0.340625,0.334661,0.33913,0.33945,3178,P.ramiflora
0.28866,0.270517,0.292566,0.288288,0.287162,0.292804,0.29078,0.274112,0.268443,0.286058,0.292537,0.296703,0.278351,0.287129,0.288828,0.305882,0.291667,0.294785,0.307229,0.290476,0.291457,0.292804,0.286842,0.281905,0.296296,0.278422,0.309735,0.27933,0.295566,0.277574,0.2751,0.269531,0.282297,0.270983,0.284264,0.279926,0.287129,4430,M.guianensis
0.285714,0.265116,0.306452,0.288043,0.294118,0.306604,0.277512,0.293532,0.296117,0.297071,0.276786,0.288136,0.285256,0.282178,0.281385,0.280702,0.281609,0.293103,0.288889,0.290749,0.28692,0.283898,0.29646,0.262931,0.271552,0.289753,0.28169,0.271889,0.285235,0.270588,0.275862,0.274074,0.257143,0.285319,0.272953,0.259398,0.272727,4558,C.brasiliensis
0.378531,0.429358,0.388582,0.391867,0.396648,0.406844,0.405512,0.390158,0.390688,0.381295,0.416268,0.432642,0.44373,0.429293,0.433566,0.435597,0.396714,0.393878,0.403579,0.406393,0.40566,0.408983,0.409412,0.398747,0.403423,0.413551,0.403397,0.392405,0.376532,0.388889,0.38843,0.385417,0.38961,0.420103,0.458904,0.436224,0.413187,6476,P.torta
0.280528,0.276995,0.294821,0.29021,0.29052,0.291339,0.295547,0.289575,0.291139,0.303704,0.292419,0.30033,0.297101,0.311419,0.303136,0.301325,0.302752,0.298246,0.3,0.301158,0.304182,0.292308,0.302013,0.297872,0.296429,0.301418,0.309434,0.304965,0.315642,0.29,0.309211,0.304878,0.292763,0.307167,0.29771,0.308943,0.293375,3545,M.rubiginosa
0.271222,0.26875,0.273504,0.264151,0.278008,0.267606,0.259524,0.263033,0.265258,0.263427,0.263819,0.267956,0.26087,0.272537,0.264339,0.260442,0.281337,0.269321,0.279412,0.270471,0.2575,0.270886,0.268473,0.272289,0.266833,0.271468,0.274232,0.266979,0.271399,0.264368,0.2746,0.273349,0.274559,0.271137,0.282158,0.276995,0.268354,4767,C.brasiliensis
0.25731,0.25964,0.263006,0.268595,0.25788,0.245614,0.243108,0.242105,0.242188,0.260465,0.259901,0.266821,0.257683,0.254386,0.263789,0.26699,0.272446,0.274704,0.255981,0.271739,0.260486,0.261538,0.263485,0.26875,0.268085,0.273608,0.281116,0.278293,0.281081,0.276289,0.276243,0.269784,0.250591,0.264775,0.278351,0.272563,0.273663,5097,C.brasiliensis
