@relation ephenology_all-5-fold-3-07R.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.309353,0.356818,0.329004,0.308901,0.304598,0.308108,0.296089,0.303867,0.348548,0.314655,0.318182,0.34188,0.355556,0.322449,0.334416,0.334405,0.33195,0.350195,0.360976,0.336898,0.326425,0.334906,0.319149,0.352381,0.34322,0.339695,0.327778,0.34902,0.348936,0.342308,0.33617,0.342308,0.35,0.34902,0.383562,0.331658,0.345622,5546,P.torta
0.344482,0.374372,0.34657,0.358255,0.35906,0.347134,0.344828,0.346749,0.37464,0.368116,0.349854,0.361446,0.374429,0.361702,0.366279,0.346626,0.342508,0.373596,0.353791,0.364372,0.351145,0.345865,0.333333,0.383686,0.34252,0.363914,0.337607,0.348276,0.355805,0.341216,0.360996,0.33871,0.33574,0.37037,0.377976,0.345794,0.35102,5354,C.brasiliensis
0.376316,0.363636,0.411765,0.427161,0.436709,0.396639,0.377301,0.415254,0.3918,0.382567,0.350133,0.355978,0.34903,0.371105,0.369792,0.375315,0.368984,0.361446,0.377717,0.371658,0.361765,0.365782,0.358289,0.347044,0.373057,0.361194,0.361757,0.36534,0.365482,0.380048,0.371429,0.372263,0.375309,0.355634,0.369792,0.354396,0.364269,2999,P.ramiflora
0.364964,0.359031,0.354943,0.344624,0.346968,0.348665,0.35,0.355124,0.379859,0.375235,0.391209,0.357466,0.355856,0.34507,0.375,0.365672,0.348024,0.361169,0.351477,0.350932,0.340256,0.342995,0.356048,0.348361,0.364393,0.371648,0.344828,0.354599,0.361983,0.359873,0.358974,0.350825,0.361386,0.358537,0.365492,0.34985,0.351852,3161,P.ramiflora
0.305239,0.280822,0.306604,0.30622,0.305046,0.303571,0.301546,0.297368,0.289157,0.26776,0.279793,0.287834,0.285235,0.303178,0.286783,0.28392,0.288835,0.283871,0.302381,0.302211,0.301471,0.303178,0.291667,0.297659,0.29471,0.291667,0.304348,0.29717,0.295039,0.288945,0.296954,0.300518,0.296392,0.297297,0.278378,0.278409,0.27809,6371,P.torta
0.335085,0.33853,0.333333,0.333333,0.329829,0.329829,0.333333,0.333333,0.340027,0.357558,0.356061,0.339806,0.331897,0.337571,0.338686,0.342342,0.334828,0.337349,0.336705,0.336195,0.332398,0.33425,0.337032,0.319865,0.335589,0.351629,0.334656,0.333773,0.339261,0.336449,0.334211,0.333333,0.341128,0.325123,0.335582,0.334705,0.33558,2934,P.torta
0.334471,0.362857,0.349091,0.349091,0.359684,0.34252,0.344569,0.346614,0.359184,0.342412,0.328671,0.359195,0.371053,0.355469,0.345528,0.339768,0.32618,0.368821,0.352041,0.349727,0.326531,0.339713,0.327731,0.381944,0.345178,0.364807,0.326923,0.324176,0.345029,0.329897,0.344371,0.33526,0.325243,0.358423,0.374194,0.343066,0.35443,5663,C.brasiliensis
0.327586,0.367232,0.333333,0.322314,0.330472,0.324723,0.32526,0.334572,0.355263,0.349544,0.353846,0.364362,0.365854,0.359173,0.361516,0.361257,0.361446,0.364486,0.379845,0.376963,0.364964,0.363014,0.364734,0.376206,0.374046,0.371429,0.365239,0.369266,0.374677,0.372038,0.368932,0.372197,0.36643,0.363636,0.375291,0.365967,0.366822,4370,M.rubiginosa
0.376,0.363395,0.387179,0.368687,0.393519,0.385681,0.390135,0.38404,0.394495,0.379227,0.360526,0.361186,0.358543,0.369565,0.379679,0.379221,0.364583,0.367953,0.376022,0.374286,0.362857,0.368421,0.359173,0.348485,0.367688,0.37574,0.364217,0.369792,0.381356,0.379679,0.374648,0.373178,0.378238,0.369281,0.378866,0.363077,0.375,2998,P.ramiflora
0.335664,0.373362,0.359043,0.357616,0.367164,0.360577,0.363014,0.360324,0.378119,0.364151,0.370435,0.371373,0.369025,0.361465,0.377897,0.375671,0.367201,0.385343,0.367174,0.379374,0.364238,0.362903,0.370119,0.385638,0.383104,0.384921,0.361592,0.380515,0.385827,0.383538,0.383142,0.376164,0.37757,0.375519,0.378431,0.374753,0.379771,4241,M.rubiginosa
0.335085,0.333977,0.333333,0.333333,0.329829,0.329829,0.333333,0.333333,0.328912,0.34965,0.346939,0.329609,0.317814,0.333333,0.337176,0.338171,0.331536,0.324528,0.334656,0.335535,0.329815,0.333333,0.333333,0.316591,0.333333,0.350548,0.334646,0.333333,0.332454,0.333333,0.333773,0.331572,0.334214,0.323171,0.336331,0.334656,0.334211,3238,P.torta
0.339806,0.385906,0.339506,0.339506,0.339623,0.339181,0.331081,0.34,0.365385,0.362245,0.359091,0.376147,0.389241,0.352941,0.356808,0.353659,0.331126,0.396135,0.382353,0.324074,0.317073,0.344828,0.377358,0.385542,0.386861,0.377778,0.359375,0.363636,0.391304,0.38983,0.388889,0.373913,0.371681,0.409756,0.432584,0.403846,0.408163,7335,M.rubiginosa
0.343234,0.37799,0.346863,0.348703,0.37594,0.339921,0.339921,0.345196,0.361371,0.354545,0.347701,0.375556,0.381818,0.362745,0.365325,0.378378,0.365039,0.382199,0.381333,0.392523,0.389503,0.390029,0.367188,0.393189,0.385204,0.379135,0.383948,0.385167,0.381333,0.375267,0.385417,0.381068,0.37907,0.375635,0.39229,0.384824,0.389175,5251,C.brasiliensis
0.368571,0.373171,0.353383,0.333333,0.35567,0.334165,0.343669,0.342618,0.363402,0.345946,0.373522,0.377528,0.392523,0.369892,0.383529,0.363415,0.337868,0.369146,0.361556,0.355263,0.335731,0.339286,0.340909,0.39039,0.352475,0.377907,0.356287,0.338776,0.352227,0.344681,0.341463,0.346831,0.353638,0.36699,0.378022,0.344652,0.351119,4644,M.guianensis
0.363901,0.351282,0.369436,0.35402,0.374806,0.369983,0.359073,0.3583,0.380457,0.365909,0.362256,0.353659,0.346056,0.350943,0.362887,0.360656,0.351889,0.352113,0.353635,0.356031,0.343689,0.345083,0.35225,0.344388,0.355072,0.365546,0.343013,0.351399,0.355263,0.356725,0.353902,0.35009,0.34854,0.339623,0.343866,0.342466,0.345216,4950,P.torta
0.341176,0.384,0.352201,0.359331,0.359736,0.352751,0.352941,0.345161,0.362434,0.363636,0.355844,0.377273,0.383333,0.360656,0.371084,0.370213,0.365217,0.373402,0.377604,0.396907,0.377012,0.375303,0.372197,0.388889,0.382423,0.393531,0.378486,0.384321,0.391667,0.378709,0.38664,0.376754,0.381663,0.380165,0.382524,0.378378,0.379798,4881,C.brasiliensis
0.324111,0.357995,0.315353,0.320988,0.317797,0.313253,0.330612,0.328,0.340909,0.341935,0.346154,0.349398,0.35905,0.354515,0.364238,0.358025,0.353107,0.352761,0.36747,0.363354,0.359736,0.364238,0.357143,0.376997,0.362637,0.377301,0.341534,0.368171,0.378238,0.372881,0.381201,0.368996,0.365256,0.373771,0.385845,0.361963,0.361746,4175,M.rubiginosa
0.335535,0.258065,0.335085,0.335535,0.33377,0.334656,0.335092,0.335535,0.336424,0.335989,0.333775,0.328021,0.273932,0.335979,0.337317,0.335544,0.335099,0.335106,0.336424,0.335535,0.335544,0.334656,0.336424,0.332447,0.337317,0.337317,0.335544,0.339119,0.331126,0.336424,0.336436,0.335979,0.333333,0.332893,0.335989,0.334661,0.334218,2746,M.rubiginosa
0.340314,0.39,0.342282,0.33121,0.337143,0.324675,0.321429,0.331361,0.351145,0.354582,0.338583,0.367568,0.373171,0.361403,0.354633,0.361635,0.358663,0.36747,0.362776,0.362712,0.365772,0.377163,0.360784,0.384083,0.373494,0.370629,0.363296,0.368821,0.375,0.368821,0.37037,0.388128,0.370833,0.367041,0.369697,0.368664,0.371795,5153,C.brasiliensis
0.338164,0.357664,0.338462,0.332016,0.345041,0.347368,0.339688,0.347741,0.35649,0.346774,0.343358,0.360494,0.364303,0.356838,0.363426,0.369565,0.351852,0.344749,0.35,0.34891,0.345853,0.351735,0.362563,0.335354,0.357025,0.351528,0.344624,0.357143,0.359116,0.367942,0.354409,0.358643,0.363799,0.352151,0.36129,0.351351,0.351005,1224,C.brasiliensis
0.335085,0.261569,0.333333,0.333333,0.329829,0.329829,0.333333,0.333333,0.333333,0.333333,0.333333,0.329815,0.312413,0.333333,0.333333,0.329829,0.329829,0.333333,0.332895,0.335085,0.332895,0.332895,0.333333,0.333333,0.333333,0.335085,0.335085,0.333333,0.329829,0.329829,0.333333,0.329829,0.333333,0.319616,0.331579,0.335085,0.333333,2864,M.rubiginosa
0.397229,0.366906,0.396476,0.376884,0.359244,0.371336,0.351282,0.374194,0.390625,0.382353,0.386167,0.368613,0.353741,0.363844,0.380463,0.384615,0.356568,0.367089,0.36215,0.364486,0.351297,0.350679,0.376658,0.348534,0.382134,0.390244,0.345972,0.371622,0.382653,0.371648,0.363636,0.362981,0.369168,0.364103,0.374332,0.353222,0.36,3808,P.ramiflora
0.333333,0.373178,0.344398,0.342105,0.356557,0.343629,0.340164,0.341564,0.363971,0.353535,0.353698,0.3687,0.378016,0.35873,0.364198,0.362117,0.367725,0.372832,0.381616,0.389535,0.375,0.375328,0.372032,0.381232,0.383152,0.375342,0.374372,0.378641,0.381579,0.372263,0.376528,0.375297,0.369305,0.366391,0.376847,0.372208,0.378973,4336,M.rubiginosa
0.344595,0.36962,0.340116,0.3375,0.344371,0.348485,0.349398,0.352785,0.366379,0.364224,0.360802,0.365079,0.369318,0.360587,0.375783,0.361446,0.354132,0.37037,0.366089,0.375969,0.361781,0.363118,0.359465,0.382051,0.373102,0.375,0.37395,0.366472,0.368421,0.366167,0.369369,0.364629,0.361419,0.367188,0.389671,0.365196,0.372365,4052,M.rubiginosa
0.322917,0.369681,0.353612,0.330986,0.346429,0.336957,0.34296,0.32967,0.349153,0.338762,0.332288,0.356234,0.36855,0.323651,0.34629,0.341297,0.341637,0.36014,0.347107,0.350195,0.337979,0.361022,0.353448,0.365854,0.364985,0.371134,0.356083,0.355372,0.36478,0.352239,0.360119,0.366391,0.360335,0.355401,0.384083,0.356322,0.365269,5399,P.torta
0.343324,0.385757,0.36413,0.383562,0.372208,0.373913,0.36342,0.370757,0.387187,0.377841,0.375723,0.380829,0.385224,0.396694,0.385675,0.384211,0.380531,0.389685,0.396088,0.395402,0.385439,0.391213,0.390187,0.392523,0.391414,0.393352,0.406015,0.39726,0.395887,0.402703,0.390123,0.389522,0.382353,0.379501,0.391045,0.381773,0.381995,4131,M.rubiginosa
0.42517,0.356164,0.355245,0.337766,0.355245,0.454044,0.419162,0.387097,0.394521,0.382353,0.373077,0.352313,0.357616,0.381757,0.38206,0.37931,0.373333,0.340278,0.374677,0.383333,0.371069,0.376623,0.373771,0.339833,0.386167,0.370629,0.363184,0.371795,0.381657,0.387622,0.377841,0.389535,0.366013,0.340909,0.349153,0.349359,0.373041,4319,P.torta
0.346774,0.366279,0.359633,0.340792,0.35009,0.346442,0.349823,0.348837,0.36853,0.356974,0.353982,0.359408,0.362473,0.340875,0.357651,0.353147,0.369863,0.362667,0.359926,0.364356,0.346642,0.346499,0.356343,0.365482,0.367837,0.37045,0.340031,0.35061,0.363636,0.354294,0.353211,0.349043,0.357254,0.350515,0.357257,0.337625,0.352593,2390,A.tomentosum
0.334651,0.314655,0.333333,0.333333,0.329829,0.329829,0.333333,0.333333,0.332461,0.327078,0.337784,0.333333,0.306084,0.333333,0.333333,0.331135,0.329829,0.314016,0.332895,0.335085,0.332895,0.332895,0.334214,0.333333,0.333333,0.320109,0.335085,0.333333,0.331579,0.333333,0.333333,0.329829,0.337838,0.299776,0.302115,0.334656,0.334667,1215,A.tomentosum
0.331707,0.365957,0.352679,0.358149,0.354023,0.347032,0.357298,0.357143,0.365854,0.357438,0.353191,0.360624,0.365079,0.35219,0.357542,0.353357,0.353125,0.366603,0.350388,0.35935,0.347551,0.348243,0.348609,0.377088,0.361257,0.373673,0.347551,0.364238,0.368217,0.360507,0.367619,0.358156,0.360075,0.365854,0.373494,0.358,0.36722,3759,M.rubiginosa
0.335681,0.356796,0.338129,0.346535,0.328638,0.32613,0.3327,0.34433,0.353066,0.335586,0.331081,0.348039,0.351942,0.340385,0.349146,0.348485,0.342193,0.35049,0.350605,0.349638,0.333333,0.336683,0.345361,0.35732,0.352137,0.369767,0.339383,0.346899,0.357143,0.356089,0.350174,0.345826,0.359926,0.348101,0.357438,0.358277,0.358268,2539,A.tomentosum
0.33657,0.378049,0.350427,0.342105,0.339921,0.336032,0.338462,0.33677,0.354667,0.357542,0.348285,0.360825,0.372277,0.34715,0.348235,0.344671,0.347126,0.358531,0.352697,0.357918,0.359375,0.354455,0.360087,0.378866,0.369565,0.356979,0.355556,0.3625,0.365967,0.359307,0.364035,0.36758,0.364865,0.36,0.382436,0.360262,0.364629,5311,C.brasiliensis
0.349381,0.351351,0.382488,0.362845,0.402299,0.380357,0.368324,0.363636,0.367983,0.367925,0.358086,0.352941,0.346995,0.350482,0.38041,0.362745,0.354305,0.355438,0.354943,0.353896,0.347352,0.348101,0.371287,0.342432,0.373239,0.364362,0.350081,0.365625,0.361921,0.36163,0.360759,0.365854,0.367459,0.336478,0.352381,0.356048,0.355799,5145,P.torta
0.343203,0.347826,0.333771,0.333333,0.331586,0.329815,0.373554,0.378313,0.394107,0.396088,0.363265,0.350254,0.341146,0.349057,0.375648,0.371571,0.345257,0.349666,0.336898,0.333333,0.336032,0.335535,0.345679,0.343195,0.339547,0.35,0.335085,0.337317,0.342486,0.338667,0.335979,0.332889,0.334672,0.33277,0.328438,0.327298,0.334214,4892,P.torta
0.341346,0.360624,0.338171,0.338109,0.335684,0.33429,0.335725,0.338171,0.354642,0.350238,0.354232,0.354015,0.351923,0.338068,0.346041,0.343478,0.335203,0.353755,0.335674,0.337535,0.335172,0.336565,0.342368,0.352321,0.344286,0.362989,0.336066,0.338336,0.346491,0.342697,0.341259,0.338889,0.343434,0.343612,0.345566,0.335626,0.338936,1633,M.rubiginosa
0.335085,0.337302,0.333333,0.333333,0.329829,0.329829,0.333333,0.333333,0.333333,0.345304,0.350211,0.337037,0.32684,0.333333,0.338255,0.340136,0.329801,0.340564,0.336424,0.336461,0.334218,0.335544,0.340782,0.322917,0.338667,0.361162,0.335092,0.335979,0.340108,0.339213,0.334211,0.333773,0.346101,0.332362,0.34004,0.335553,0.3397,2933,P.torta
0.334821,0.380353,0.347458,0.327485,0.348624,0.361217,0.379182,0.379032,0.377551,0.363934,0.366412,0.385027,0.38874,0.371212,0.360424,0.369565,0.368794,0.393836,0.353191,0.378601,0.385027,0.400498,0.382166,0.402062,0.403794,0.423077,0.399527,0.408305,0.408935,0.438596,0.403571,0.42953,0.420339,0.396296,0.394,0.454148,0.433544,5364,C.brasiliensis
0.358025,0.375291,0.365333,0.363372,0.365155,0.363372,0.368263,0.368421,0.378238,0.365333,0.369393,0.358491,0.371212,0.357143,0.359596,0.357143,0.349705,0.364583,0.347584,0.355932,0.352818,0.347126,0.346939,0.380383,0.367615,0.367793,0.355993,0.363803,0.370833,0.362173,0.367391,0.374408,0.360656,0.354701,0.356678,0.364286,0.360619,5086,C.brasiliensis
0.348921,0.36272,0.361446,0.368557,0.361829,0.34728,0.363426,0.358209,0.360802,0.355556,0.363636,0.369369,0.372277,0.366812,0.362256,0.359307,0.363462,0.361111,0.353933,0.361055,0.362416,0.352688,0.352362,0.377871,0.363409,0.353817,0.357895,0.3575,0.363184,0.35049,0.348285,0.348958,0.352332,0.356713,0.355372,0.353293,0.349398,4903,C.brasiliensis
0.392,0.377863,0.350746,0.329861,0.336879,0.347015,0.357466,0.340426,0.353896,0.346154,0.348442,0.371166,0.358127,0.332117,0.363333,0.352201,0.35625,0.366667,0.376518,0.373077,0.365019,0.354478,0.354232,0.378378,0.339223,0.379592,0.329545,0.341317,0.374346,0.371658,0.367953,0.396429,0.359773,0.370909,0.38558,0.339286,0.361371,4681,M.guianensis
0.362275,0.365123,0.371859,0.36165,0.364486,0.355191,0.360656,0.357143,0.382979,0.36246,0.368902,0.369973,0.379679,0.358491,0.359736,0.343234,0.346875,0.372937,0.371212,0.368421,0.347107,0.337449,0.332117,0.383607,0.34632,0.367347,0.328431,0.330827,0.350195,0.34507,0.350877,0.34127,0.337838,0.365217,0.389408,0.34874,0.357977,5648,C.brasiliensis
0.327128,0.2832,0.331572,0.333773,0.332454,0.331572,0.331126,0.332005,0.328477,0.314993,0.312242,0.307471,0.25,0.330251,0.325365,0.316216,0.328021,0.31694,0.330239,0.335106,0.331551,0.330677,0.316147,0.31456,0.325798,0.316216,0.330677,0.325365,0.314714,0.319892,0.32626,0.323097,0.321727,0.315574,0.318919,0.32493,0.318306,1566,M.rubiginosa
