@relation ephenology_all-5-fold-1-12G.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.347267,0.342424,0.340824,0.348921,0.338235,0.348837,0.351145,0.353357,0.359736,0.339806,0.349153,0.353659,0.35958,0.355556,0.354582,0.359873,0.353698,0.353474,0.355615,0.349333,0.360215,0.356061,0.363636,0.358491,0.369718,0.357895,0.351967,0.353591,0.352151,0.349367,0.347059,0.346056,0.366197,0.368876,0.347751,0.353333,0.355372,5284,C.brasiliensis
0.331058,0.319648,0.329787,0.331058,0.32646,0.331058,0.333333,0.321311,0.338926,0.331034,0.33101,0.340351,0.332362,0.336245,0.342857,0.32197,0.321138,0.331878,0.327935,0.330317,0.328829,0.331878,0.324759,0.330435,0.338983,0.33795,0.331776,0.339806,0.331915,0.326848,0.340206,0.325359,0.337778,0.33209,0.337662,0.331754,0.33913,4446,P.torta
0.339286,0.358974,0.35023,0.341837,0.361345,0.360996,0.371429,0.353982,0.362069,0.366071,0.344498,0.35443,0.354386,0.350785,0.351485,0.338384,0.351759,0.354167,0.346667,0.356098,0.354545,0.349754,0.353741,0.351464,0.350427,0.353135,0.357143,0.347107,0.350554,0.351695,0.357724,0.35,0.344398,0.352273,0.349593,0.348548,0.367089,5014,C.brasiliensis
0.329749,0.33244,0.328125,0.328358,0.328947,0.32906,0.328302,0.332031,0.330739,0.33935,0.334405,0.330189,0.338028,0.334448,0.334437,0.331081,0.331081,0.32852,0.329861,0.32872,0.325949,0.340502,0.33012,0.345794,0.330303,0.338061,0.335211,0.337243,0.342391,0.35061,0.332386,0.346041,0.333333,0.341232,0.333333,0.334278,0.352201,3558,M.rubiginosa
0.356725,0.346821,0.363636,0.360731,0.359375,0.363971,0.355805,0.362963,0.35,0.34629,0.355072,0.347305,0.347953,0.345277,0.344214,0.346154,0.359116,0.352227,0.343653,0.341727,0.347134,0.340741,0.341853,0.350168,0.340351,0.340659,0.340517,0.34058,0.340502,0.339806,0.34058,0.349057,0.348101,0.345638,0.343972,0.338129,0.351852,3746,P.ramiflora
0.343434,0.347945,0.338877,0.34308,0.343629,0.345703,0.349206,0.346516,0.349716,0.349515,0.347737,0.342799,0.344828,0.346232,0.346076,0.346743,0.352342,0.342644,0.349495,0.353306,0.343137,0.349333,0.355392,0.354167,0.347826,0.355056,0.353877,0.344196,0.344554,0.345703,0.343882,0.344,0.341202,0.35109,0.355072,0.344961,0.351852,5432,C.brasiliensis
0.338889,0.334669,0.34,0.346386,0.34593,0.339943,0.345238,0.335196,0.343324,0.341667,0.343109,0.340278,0.344086,0.352071,0.338936,0.343575,0.347826,0.350725,0.352941,0.355224,0.347305,0.348442,0.360802,0.35,0.356522,0.34878,0.353659,0.346154,0.353116,0.347701,0.352025,0.349845,0.351515,0.342618,0.355705,0.358065,0.372624,3461,M.rubiginosa
0.356923,0.355556,0.348052,0.353623,0.353474,0.355224,0.355191,0.354651,0.354286,0.350404,0.355828,0.348649,0.35122,0.353261,0.346253,0.342169,0.352941,0.346512,0.352778,0.342784,0.347044,0.349359,0.356608,0.352,0.348285,0.347222,0.336466,0.345882,0.343816,0.344298,0.338785,0.3386,0.348774,0.352078,0.343832,0.346939,0.366864,4984,C.brasiliensis
0.34748,0.349869,0.345291,0.346698,0.34466,0.34466,0.350746,0.346535,0.351807,0.349633,0.349345,0.350731,0.350427,0.35518,0.353846,0.35102,0.353556,0.355204,0.352246,0.352144,0.350384,0.348974,0.351695,0.349896,0.352381,0.352734,0.350459,0.345794,0.350263,0.354167,0.352031,0.354167,0.35446,0.355372,0.352212,0.345178,0.348936,5301,C.brasiliensis
