@relation ephenology_all-5-fold-2-12B.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.326409,0.328244,0.326531,0.333333,0.318182,0.319088,0.324022,0.317003,0.324538,0.335347,0.311111,0.312121,0.307506,0.300792,0.307042,0.299401,0.301282,0.310127,0.301242,0.309764,0.30721,0.29097,0.290816,0.291262,0.29771,0.326087,0.316498,0.30033,0.291536,0.315789,0.290441,0.315436,0.302721,0.293605,0.331169,0.32,0.320755,2814,P.torta
0.273775,0.294537,0.296053,0.289809,0.288961,0.292763,0.282209,0.286585,0.281899,0.280556,0.267956,0.277333,0.287968,0.275956,0.273973,0.276139,0.272727,0.277612,0.275362,0.278788,0.274788,0.286982,0.293065,0.288889,0.288952,0.28913,0.285294,0.285714,0.29156,0.280236,0.288184,0.287425,0.281967,0.28866,0.296296,0.292453,0.310127,3601,M.rubiginosa
0.31769,0.338983,0.340659,0.344086,0.349091,0.35249,0.35,0.340502,0.333333,0.318021,0.330709,0.321429,0.339623,0.32,0.320175,0.320988,0.342742,0.343096,0.35102,0.350427,0.35124,0.351931,0.347826,0.341463,0.331858,0.346154,0.333333,0.330396,0.330798,0.319249,0.328947,0.321782,0.317797,0.322097,0.32287,0.322581,0.311927,3178,P.ramiflora
0.286219,0.28012,0.286713,0.288571,0.290625,0.291667,0.296992,0.281046,0.277966,0.288079,0.290541,0.285714,0.292683,0.296029,0.293478,0.280992,0.296875,0.299694,0.306709,0.305648,0.308594,0.289377,0.290598,0.298182,0.301887,0.287982,0.292537,0.284133,0.28013,0.274368,0.272727,0.284247,0.27451,0.277628,0.293296,0.279279,0.286713,4430,M.guianensis
0.30038,0.28479,0.302128,0.297872,0.290749,0.298319,0.295833,0.292419,0.287273,0.275862,0.275109,0.281746,0.285256,0.29148,0.290598,0.292683,0.298319,0.285088,0.296,0.298755,0.301587,0.293023,0.293548,0.289157,0.293436,0.288026,0.28839,0.277778,0.283489,0.279743,0.277027,0.277228,0.278638,0.279778,0.275964,0.270627,0.285714,4558,C.brasiliensis
0.424084,0.467136,0.444444,0.442771,0.443769,0.442073,0.439873,0.434286,0.424501,0.429851,0.458861,0.442623,0.450382,0.451613,0.45,0.44375,0.450311,0.448276,0.459119,0.449367,0.452308,0.454545,0.440994,0.451178,0.448399,0.417827,0.463035,0.469231,0.452381,0.459144,0.452756,0.448276,0.419355,0.421986,0.471698,0.49569,0.495575,6476,P.torta
0.292,0.300752,0.3,0.294355,0.290837,0.291846,0.30131,0.298643,0.290179,0.289474,0.286344,0.290456,0.307407,0.293333,0.294931,0.290323,0.303965,0.30303,0.303279,0.30888,0.314079,0.312796,0.308244,0.300395,0.297414,0.307692,0.304918,0.293907,0.306897,0.308642,0.300654,0.302251,0.283465,0.306818,0.311111,0.31068,0.291667,3545,M.rubiginosa
0.252252,0.273846,0.276094,0.269592,0.265574,0.262411,0.257261,0.252595,0.26087,0.260274,0.252747,0.253472,0.263158,0.252918,0.243243,0.271565,0.276398,0.269481,0.272388,0.274131,0.258475,0.264706,0.278997,0.258555,0.252101,0.283133,0.266409,0.26087,0.265517,0.261194,0.253012,0.259398,0.267925,0.265993,0.281553,0.270463,0.271028,4767,C.brasiliensis
0.248021,0.276169,0.263333,0.273292,0.256983,0.246201,0.255618,0.243478,0.253482,0.258427,0.245614,0.252125,0.260369,0.262987,0.258621,0.273333,0.25625,0.256881,0.247887,0.25,0.24918,0.261589,0.264198,0.252226,0.260479,0.2775,0.269939,0.268362,0.273869,0.262537,0.268421,0.266304,0.252149,0.269923,0.281457,0.269841,0.27044,5097,C.brasiliensis
