@relation ephenology_all-5-fold-5-12B.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.333333,0.336761,0.343042,0.343537,0.341216,0.328767,0.33564,0.335548,0.335463,0.335593,0.335548,0.33574,0.346457,0.3367,0.335526,0.333333,0.335593,0.334448,0.334416,0.335548,0.334416,0.33574,0.342618,0.335404,0.334375,0.334247,0.327759,0.327922,0.329412,0.321192,0.321311,0.32107,0.32381,0.319328,0.320872,0.327759,0.314754,2513,P.torta
0.326007,0.321321,0.325671,0.348485,0.315175,0.344444,0.319066,0.318841,0.318339,0.320144,0.319066,0.328,0.321429,0.318182,0.328185,0.30315,0.321839,0.320755,0.320896,0.318182,0.318548,0.3375,0.337539,0.329588,0.325671,0.334365,0.318725,0.319066,0.32069,0.313433,0.307407,0.30855,0.317164,0.309446,0.306859,0.327273,0.303371,1417,C.brasiliensis
0.299703,0.313808,0.31058,0.296029,0.307407,0.310714,0.313131,0.301587,0.308357,0.302469,0.297468,0.295322,0.303297,0.294915,0.290123,0.289773,0.304196,0.291667,0.304348,0.298153,0.289973,0.302181,0.312343,0.30914,0.294618,0.301724,0.309659,0.294643,0.295455,0.277419,0.292605,0.304487,0.282468,0.301538,0.297659,0.312925,0.278351,1792,M.rubiginosa
0.273775,0.2713,0.275748,0.272414,0.275758,0.259939,0.243421,0.256024,0.260606,0.268519,0.256329,0.262136,0.264706,0.263158,0.266055,0.256506,0.265517,0.283828,0.263158,0.27044,0.266055,0.278571,0.276243,0.263492,0.275316,0.278196,0.268371,0.265625,0.27248,0.266272,0.266055,0.268786,0.250729,0.267956,0.279605,0.266467,0.298611,4463,C.brasiliensis
0.341463,0.358852,0.339286,0.343558,0.339286,0.339623,0.352941,0.343195,0.351515,0.342857,0.335329,0.328042,0.335025,0.341772,0.341615,0.335135,0.350318,0.345912,0.357143,0.352941,0.356164,0.343066,0.33945,0.355072,0.350746,0.333333,0.346939,0.346405,0.345238,0.337838,0.344156,0.337748,0.331429,0.327044,0.357143,0.353741,0.388889,6291,P.torta
0.328358,0.321716,0.320611,0.320463,0.319549,0.317343,0.318021,0.309028,0.308442,0.308475,0.304054,0.295775,0.3075,0.297203,0.295775,0.292517,0.29368,0.302158,0.302158,0.310078,0.310078,0.311594,0.315927,0.307985,0.309702,0.31746,0.315126,0.307377,0.313167,0.305439,0.318367,0.316964,0.303704,0.311258,0.32,0.317992,0.333333,1160,C.brasiliensis
0.284738,0.268793,0.28169,0.273423,0.275605,0.284916,0.28,0.280876,0.276471,0.273563,0.280514,0.282378,0.268097,0.275862,0.279297,0.270677,0.275711,0.28913,0.276986,0.287129,0.278311,0.277333,0.280952,0.290566,0.285714,0.28125,0.291592,0.290976,0.29304,0.284615,0.282946,0.288679,0.282328,0.285372,0.280269,0.28876,0.295302,4540,C.brasiliensis
0.272727,0.273764,0.279661,0.289474,0.279817,0.282609,0.284483,0.276423,0.275556,0.278689,0.282511,0.27907,0.288591,0.285068,0.282407,0.286689,0.282869,0.289377,0.28839,0.292254,0.299035,0.281818,0.284173,0.284746,0.277992,0.292929,0.29661,0.297059,0.294944,0.280347,0.289157,0.294286,0.281734,0.284722,0.302326,0.30663,0.293333,5339,C.brasiliensis
0.275766,0.261905,0.267062,0.286863,0.274238,0.269886,0.277174,0.261494,0.263305,0.247813,0.27154,0.272959,0.276596,0.266667,0.265583,0.258667,0.262712,0.268222,0.268012,0.269565,0.278592,0.265823,0.272506,0.273481,0.279006,0.268585,0.272727,0.277008,0.2711,0.269341,0.269663,0.270195,0.267956,0.271574,0.275956,0.280654,0.291667,3841,M.rubiginosa
