@relation ephenology_all-5-fold-5-10G.tes

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 {A.tomentosum,C.brasiliensis,M.guianensis,M.rubiginosa,P.ramiflora,P.torta}

@data

0.343358,0.325253,0.34141,0.341304,0.343115,0.3379,0.341743,0.341686,0.336406,0.343387,0.3425,0.336043,0.334975,0.342298,0.34321,0.34321,0.3379,0.343182,0.344111,0.339326,0.335586,0.344671,0.337838,0.333333,0.337778,0.340369,0.337868,0.337868,0.333333,0.344749,0.343249,0.343387,0.34633,0.339241,0.334225,0.343602,0.34456,2513,P.torta
0.33427,0.334247,0.335277,0.336538,0.354839,0.33913,0.349854,0.33427,0.338279,0.334286,0.336283,0.334337,0.334375,0.346939,0.35274,0.350694,0.333333,0.335366,0.335714,0.340136,0.340502,0.335616,0.32872,0.32899,0.332237,0.322917,0.329545,0.33,0.331104,0.334426,0.339806,0.332298,0.340361,0.323432,0.318538,0.336508,0.337979,1417,C.brasiliensis
0.34413,0.339827,0.34004,0.345912,0.343882,0.345263,0.347826,0.347648,0.348361,0.346154,0.350105,0.351111,0.349138,0.354,0.353535,0.354077,0.355856,0.348361,0.354691,0.352144,0.35461,0.350917,0.346988,0.348028,0.35396,0.352645,0.356383,0.359043,0.354839,0.354396,0.355301,0.359281,0.360231,0.354108,0.35241,0.35873,0.377622,1792,M.rubiginosa
0.352778,0.350769,0.350148,0.34375,0.348525,0.354756,0.361345,0.360882,0.362117,0.354839,0.361564,0.361842,0.361446,0.354938,0.356932,0.348765,0.360119,0.356546,0.353887,0.353562,0.345205,0.356948,0.344828,0.356757,0.345455,0.345324,0.347518,0.347932,0.348449,0.351675,0.348894,0.344418,0.350806,0.348601,0.348993,0.35446,0.35468,4463,C.brasiliensis
0.334047,0.323144,0.333992,0.337607,0.331906,0.330357,0.331828,0.334802,0.333333,0.333333,0.334146,0.334842,0.333333,0.331707,0.327225,0.336709,0.332512,0.328652,0.333333,0.335938,0.333333,0.329609,0.32967,0.330709,0.328729,0.323684,0.327711,0.330749,0.326683,0.32987,0.328947,0.324176,0.321321,0.320558,0.320574,0.324675,0.326648,6291,P.torta
0.338936,0.341085,0.341598,0.341667,0.344,0.352459,0.349333,0.346561,0.343832,0.360825,0.359788,0.357895,0.361538,0.360963,0.358974,0.355263,0.357702,0.352246,0.35,0.352041,0.349741,0.353846,0.353887,0.354331,0.352941,0.351801,0.34903,0.349869,0.34359,0.349462,0.350543,0.349727,0.35376,0.347458,0.339246,0.351585,0.344353,1160,C.brasiliensis
0.359184,0.370221,0.357895,0.358804,0.369565,0.365039,0.348946,0.353982,0.35,0.365285,0.368421,0.373737,0.370732,0.357488,0.356808,0.361186,0.362944,0.356502,0.353066,0.355865,0.35534,0.356164,0.361829,0.361963,0.361884,0.351893,0.353333,0.353741,0.344227,0.346491,0.347345,0.35177,0.349776,0.352217,0.346154,0.344388,0.344388,4540,C.brasiliensis
0.33209,0.321311,0.322695,0.325153,0.323024,0.326667,0.330986,0.327645,0.327974,0.322695,0.321678,0.328671,0.334416,0.328947,0.327974,0.33432,0.334395,0.327485,0.329787,0.329787,0.33557,0.331148,0.333333,0.327974,0.334365,0.335366,0.338235,0.33515,0.330484,0.338192,0.336449,0.338816,0.339223,0.331034,0.321839,0.333333,0.342561,5339,C.brasiliensis
0.353222,0.361842,0.357143,0.351206,0.353659,0.35049,0.35369,0.358779,0.351282,0.350318,0.35022,0.352113,0.354762,0.355856,0.353468,0.35369,0.349282,0.355231,0.347938,0.356784,0.35641,0.356962,0.357683,0.349515,0.347395,0.351621,0.34321,0.350384,0.347826,0.351351,0.347826,0.349515,0.347087,0.346535,0.34472,0.354217,0.350333,3841,M.rubiginosa
0.32636,0.322485,0.340862,0.348008,0.343158,0.347727,0.345455,0.354212,0.351893,0.352505,0.360161,0.368159,0.371638,0.363465,0.364341,0.364754,0.360587,0.363458,0.360078,0.359684,0.363813,0.368071,0.363083,0.370656,0.37045,0.382591,0.368098,0.365482,0.379245,0.366894,0.374718,0.375566,0.347826,0.375921,0.359133,0.363636,0.353488,4832,P.torta
0.330383,0.338028,0.33642,0.337278,0.334356,0.333333,0.332308,0.331343,0.331269,0.339564,0.332326,0.334385,0.339506,0.331378,0.332308,0.327161,0.337621,0.335347,0.341216,0.336601,0.331126,0.332215,0.343643,0.333333,0.344595,0.33935,0.336538,0.344482,0.342857,0.346939,0.345763,0.342756,0.348276,0.35316,0.349727,0.348315,0.355731,1223,C.brasiliensis
0.34902,0.363363,0.357639,0.344828,0.355172,0.364486,0.366834,0.357143,0.367876,0.361868,0.368421,0.366142,0.366142,0.384146,0.371859,0.348348,0.34252,0.358108,0.356209,0.351266,0.363333,0.347518,0.354015,0.350394,0.348123,0.350318,0.35,0.356643,0.350318,0.340502,0.339223,0.340741,0.351562,0.354839,0.353774,0.35274,0.344262,4643,M.rubiginosa
0.363196,0.363107,0.348571,0.352668,0.354286,0.36,0.361111,0.350404,0.348285,0.351942,0.365967,0.359281,0.362573,0.354922,0.361323,0.356962,0.355556,0.360697,0.344411,0.345277,0.35474,0.349854,0.354938,0.354839,0.356568,0.355742,0.349206,0.349544,0.348649,0.349359,0.352751,0.355987,0.348624,0.348774,0.34629,0.348442,0.355224,5193,C.brasiliensis
0.349835,0.353312,0.324444,0.343348,0.3375,0.355482,0.351792,0.338983,0.328622,0.354386,0.363636,0.344828,0.344086,0.34252,0.356115,0.352761,0.330247,0.350299,0.340845,0.347059,0.339474,0.349112,0.351744,0.347339,0.357143,0.352778,0.353474,0.351032,0.361032,0.359517,0.361194,0.362018,0.358166,0.354232,0.336,0.362229,0.363333,4588,C.brasiliensis
